year,X4,X6,X8,X9,X11,X12,X13,X15,X16
2009,0.465,0.407,1.6798,10.332,0.0,0.412,3.416,-33.693,10.332
2010,-0.721,-0.78,0.9988,5.925,0.0,-0.772,1.52,-34.473,5.925
1999,7217.0,4766.0,199279.8461,38303.0,4162.0,5921.0,19975.0,5855.0,38303.0
2000,5421.0,1219.0,103433.6468,33813.0,3076.0,4051.0,15644.0,5764.0,33813.0
2001,-5743.0,-16198.0,19563.1769,21294.0,3274.0,-7613.0,5187.0,-10713.0,21294.0
2002,-3695.0,-11753.0,2652.6356,12321.0,4986.0,-4663.0,2584.0,-25375.0,12321.0
2003,203.0,-770.0,9005.04,8470.0,5591.0,-371.0,3200.0,-26533.0,8470.0
2004,1500.0,2002.0,13932.15,9045.0,5989.0,1213.0,4063.0,-24428.0,9045.0
2005,1497.0,1185.0,14452.75,9441.0,5066.0,1251.0,4354.0,-23183.0,9441.0
2006,1257.0,527.0,10492.56,8796.0,4564.0,1008.0,3957.0,-23058.0,8796.0
1999,10.616,-25.539,77.0034,217.665,78.826,-2.552,39.662,-24.535,217.665
1999,57.367,30.3,8100.2419,276.844,0.0,47.076,150.213,64.097,276.844
2000,96.517,46.96,1448.9021,503.339,0.0,71.24,266.612,110.309,503.339
2001,-51.584,-189.768,974.2949,329.698,0.0,-98.321,109.122,-80.075,329.698
2002,-54.454,-229.203,249.6531,182.373,0.0,-72.483,51.374,-307.289,182.373
2003,4.86,-4.898,688.5312,194.369,0.0,-6.057,81.015,-310.828,194.369
2004,30.128,22.819,982.9045,266.036,0.0,23.64,116.707,-285.789,266.036
2005,35.458,25.698,702.8686,333.038,0.0,27.956,135.81,-263.135,333.038
2006,12.338,3.136,676.8896,421.643,0.0,-1.242,145.385,-303.517,421.643
2007,35.645,15.216,1107.5315,565.989,0.0,18.307,189.375,-281.397,565.989
2008,84.701,62.476,561.8687,687.488,0.0,64.823,244.122,-256.142,687.488
2010,86.085,43.805,1655.8729,863.519,0.0,64.423,275.795,-112.164,863.519
2011,136.126,73.618,1765.5498,1062.204,0.0,109.94,349.392,-58.072,1062.204
2012,143.399,65.241,1457.4701,1161.548,13.574,108.855,379.659,1.816,1161.548
2013,164.143,77.727,2436.7885,1305.232,15.031,124.222,430.776,44.867,1305.232
1999,4.472,-3.438,17.9655,31.653,5.504,4.061,15.661,-4.491,31.653
2000,2.281,0.247,0.6266,30.128,2.859,1.677,14.729,-4.244,30.128
2001,-1.27,-2.923,0.643,20.89,1.155,-1.86,8.485,-7.167,20.89
2002,0.03,-0.541,0.7316,14.068,0.008,-0.524,6.234,-7.708,14.068
2003,0.315,-0.164,1.9256,11.469,0.002,-0.17,5.266,-7.872,11.469
2004,1.245,1.008,8.5594,15.307,0.0,0.908,6.828,-6.864,15.307
2005,2.4,2.033,22.5893,22.059,0.0,2.142,8.396,-4.831,22.059
2006,1.288,1.19,13.0213,22.869,0.0,1.079,7.39,-3.641,22.869
2007,1.067,0.485,6.801,22.503,0.0,0.907,7.658,-3.156,22.503
2008,0.998,0.103,2.2135,24.196,0.0,0.853,7.657,-3.053,24.196
2009,0.897,0.909,3.8486,17.935,0.0,0.769,6.697,-2.338,17.935
2010,0.079,-0.011,4.3265,20.692,0.0,-0.056,6.061,-2.563,20.692
2011,0.098,0.202,3.0045,22.351,0.0,-0.046,6.247,-2.557,22.351
2012,0.912,0.58,4.6069,40.244,0.0,0.806,7.827,-2.038,40.244
1999,2.666,1.947,19.4565,7.964,1.927,1.849,4.158,7.105,7.964
2000,3.215,2.405,27.041,9.577,1.132,2.102,5.229,6.444,9.577
2001,3.725,2.765,44.4528,11.027,1.214,2.418,6.131,7.633,11.027
2002,3.848,2.576,58.8568,11.911,2.075,2.384,6.398,8.956,11.911
2003,6.693,4.177,114.0244,19.054,16.633,4.039,10.92,10.635,19.054
2004,7.467,6.197,178.2279,23.281,12.856,4.472,12.482,14.169,23.281
2005,7.278,5.514,247.1728,26.187,19.378,4.21,13.318,16.897,26.187
2006,11.786,7.521,352.3357,38.229,23.5,7.192,19.926,21.278,38.229
2007,14.892,11.388,365.4313,49.15,22.358,9.205,24.054,29.854,49.15
2008,16.272,7.21,181.6125,65.679,21.129,9.845,24.752,32.34,65.679
2009,19.316,6.099,207.8052,58.02,19.807,12.899,29.106,34.366,58.02
2010,11.684,6.292,133.4694,50.709,16.884,5.423,22.531,36.29,50.709
2011,11.159,6.113,125.002,55.154,6.853,5.37,24.558,38.031,55.154
2012,14.832,9.315,107.9882,65.451,5.205,7.45,28.952,42.965,65.451
2013,12.775,8.594,207.0726,63.822,0.0,7.661,28.328,46.684,63.822
2014,11.816,6.265,157.1669,65.559,0.0,6.461,28.192,48.519,65.559
2015,13.957,7.519,180.9194,57.116,0.0,8.468,28.197,51.551,57.116
2016,12.723,3.961,161.3612,57.876,0.0,5.573,29.607,51.04,57.876
2017,13.559,6.144,187.9794,62.306,0.0,6.362,31.1,52.556,62.306
2018,14.859,11.293,174.7018,65.72,0.0,8.033,32.071,58.748,65.72
1999,-0.662,-0.6,0.4677,0.254,0.0,-0.692,0.154,-15.407,0.254
2005,-1.53,-2.165,42.1175,1.635,2.907,-1.79,0.692,-3.529,1.635
2006,-1.778,24.626,76.2729,2.861,0.0,-2.185,1.048,21.097,2.861
2007,-4.057,-1.81,81.399,1.867,0.0,-4.348,0.327,20.359,1.867
2008,-2.587,-1.571,163.907,4.256,0.0,-3.51,2.91,18.788,4.256
2009,-1.242,-2.602,68.978,6.095,0.0,-3.741,4.654,16.187,6.095
2010,-1.736,-2.388,135.5756,5.022,0.0,-3.615,3.357,13.799,5.022
2011,0.816,-0.242,196.0523,7.531,0.0,0.193,6.151,13.557,7.531
2012,10.044,5.132,232.5359,17.962,0.0,8.829,16.187,18.059,17.962
2013,12.073,6.628,312.1242,21.349,0.0,10.701,19.568,24.013,21.349
2014,9.492,3.597,357.1452,17.674,0.0,8.221,16.481,17.212,17.674
2015,12.23,4.992,216.4486,27.841,0.0,8.855,18.486,11.696,27.841
2016,8.136,24.66,180.0068,26.35,0.0,2.922,17.216,29.116,26.35
2017,18.663,8.044,268.0047,34.485,0.0,12.884,23.649,27.475,34.485
2018,22.314,19.618,325.8479,41.281,0.0,16.212,29.088,35.499,41.281
1999,-8.319,-10.661,118.2615,7.664,6.811,-9.863,-8.319,-84.085,7.664
2000,-8.273,-15.882,232.7356,15.545,3.757,-9.899,-8.273,-99.254,15.545
2001,-51.137,-59.838,91.4594,8.308,12.591,-52.893,-51.137,-159.792,8.308
2002,-26.635,-34.706,4.8684,5.148,6.489,-28.332,-26.635,-193.375,5.148
2003,-22.876,-29.841,164.7984,4.175,3.493,-24.29,-22.876,-224.33,4.175
2004,-25.838,-28.857,131.1492,1.547,0.0,-27.122,-25.838,-253.234,1.547
2005,-23.063,-23.917,181.0577,4.898,0.0,-24.979,-23.063,-276.951,4.898
1999,196.605,61.133,115267.5173,588.608,0.0,154.275,515.324,117.126,588.608
2000,389.707,70.776,16884.6332,1110.178,0.0,320.605,1001.208,65.826,1110.178
2001,34.526,-92.788,10209.7248,717.422,0.0,-96.049,626.911,-40.986,717.422
2002,197.577,42.815,9725.961,953.067,0.0,88.188,878.389,-8.575,953.067
2003,455.354,237.879,29751.5011,1625.097,750.0,295.666,1372.308,233.984,1625.097
2004,989.622,839.553,52133.4451,3564.517,750.0,678.581,2431.303,1605.675,3564.517
2005,1504.867,1896.23,56033.7472,5257.668,749.995,1107.725,3449.414,2930.204,5257.668
2006,1480.987,751.391,34740.7084,6425.679,749.915,940.966,4165.191,3868.065,6425.679
2007,1354.608,660.0,30955.0593,6969.274,0.0,695.413,4682.634,4755.066,6969.274
2013,1206.3,1366.281,41019.8287,4680.38,1110.585,577.297,3915.162,4585.818,4680.38
2014,843.48,7521.731,47319.6874,4618.133,1170.423,236.912,3859.637,30956.664,4618.133
2015,474.679,-4359.082,31459.104,4968.301,1233.485,-134.934,3421.124,21146.838,4968.301
2016,311.803,-214.321,36941.7604,5169.135,1299.945,-195.752,2899.494,22831.851,5169.135
1999,112.643,-201.916,5957.2919,1457.72,1913.826,-62.263,335.689,-330.394,1457.72
2000,96.314,-1469.678,950.3499,1224.111,2346.129,-86.086,349.306,-1915.619,1224.111
2001,187.572,-196.46,1006.4789,1069.575,2226.525,-5.228,390.982,-2202.923,1069.575
2002,100.871,-1469.211,184.507,1098.425,2112.627,-82.029,262.072,-3839.34,1098.425
2003,-92.363,-382.71,13.894,533.385,0.0,-281.631,46.37,-4249.384,533.385
2004,-49.389,-176.695,7.4984,522.127,0.0,-183.889,69.459,-4437.892,522.127
2005,46.896,1029.588,565.6,626.348,128.191,-40.804,163.157,-15.246,626.348
2006,111.618,-22.72,814.4,797.333,128.084,20.818,238.698,2.094,797.333
2007,21.614,29.659,695.0353,882.454,0.0,-59.686,188.55,2.578,882.454
2008,19.725,-692.916,432.8923,869.398,55.0,-15.375,116.74,-797.652,869.398
2009,56.711,231.702,945.0442,993.4,0.0,20.211,149.414,-582.098,993.4
2010,122.465,486.846,2327.9715,1158.985,0.0,87.465,207.288,-128.247,1158.985
1999,3.014,0.081,36.768,28.329,5.002,1.539,15.006,-4.909,28.329
2000,6.275,1.395,40.4059,37.7,4.653,3.956,21.631,-4.011,37.7
2001,6.559,-0.216,65.943,46.643,7.039,2.416,26.26,-5.566,46.643
2002,0.742,-7.648,11.3779,53.872,10.053,-4.05,23.269,-13.293,53.872
2003,2.043,-8.493,11.8174,55.751,10.667,-3.378,25.21,-20.959,55.751
2004,3.557,-21.164,21.875,53.54,0.201,-1.992,25.776,-37.991,53.54
2005,2.93,-18.153,3.1914,50.964,0.47,-1.637,23.428,-57.676,50.964
2006,4.818,1.797,1.1086,53.621,0.661,1.438,23.379,-63.025,53.621
1999,58.121,-11.986,193.8469,532.064,331.806,22.769,192.57,21.177,532.064
2000,63.022,-100.525,30.4898,566.54,233.365,24.47,216.165,-80.09,566.54
2001,34.861,-50.0,4.8967,507.043,222.745,0.414,189.448,-130.851,507.043
2002,39.5,-410.957,4.391,423.856,180.106,22.036,161.952,-542.222,423.856
1999,6.132,4.916,35.7529,37.173,0.0,4.81,20.978,16.22,37.173
1999,406.085,109.731,1160.537,4481.999,1372.902,289.44,1073.056,308.152,4481.999
2000,523.934,118.719,1309.728,5756.303,1809.077,378.951,1518.778,432.198,5756.303
2001,541.572,109.83,2996.4352,6230.116,3556.13,386.685,1581.554,513.296,6230.116
2002,855.651,175.416,3288.5811,8991.464,3139.659,681.657,2522.685,662.85,8991.464
2003,900.938,355.703,5094.6199,9184.616,2611.356,711.353,2563.345,1043.238,9184.616
2004,919.236,285.374,4916.8979,10822.285,3116.032,695.689,2781.426,1351.473,10822.285
2005,865.565,327.531,5054.3109,10505.56,3328.592,644.274,2801.403,1168.617,10505.56
2006,897.693,225.414,5427.5259,10098.555,2872.193,670.011,2955.778,1183.64,10098.555
2007,809.604,131.353,3419.623,11821.903,5247.105,577.706,2950.739,-20.269,11821.903
2008,869.454,183.77,2768.0449,12454.613,4173.725,633.748,3173.424,24.274,12454.613
2009,938.535,240.308,3262.6062,11158.388,3980.627,684.083,3361.302,324.635,11158.388
2010,742.725,91.491,1611.1342,12122.887,3893.275,466.645,3270.707,436.449,12122.887
2011,729.79,-1575.621,2057.9552,13055.493,3563.389,444.023,3292.814,-1192.039,13055.493
2012,698.437,158.622,3063.6616,11462.277,3077.258,451.854,3140.298,-1020.481,11462.277
2013,389.534,813.178,1630.1449,9016.321,896.564,224.065,2017.972,-77.909,9016.321
2014,191.38,-20.296,1823.2898,9503.196,916.481,31.991,1831.454,-125.998,9503.196
2015,394.468,-8.508,1567.9902,8121.661,840.932,223.115,2124.109,-135.326,8121.661
2016,459.764,119.929,1972.9849,7710.226,745.245,287.112,2139.416,-43.979,7710.226
2017,325.263,61.588,1053.3934,7795.025,912.074,159.453,1962.777,-4.191,7795.025
2018,126.276,-326.9,348.3826,7755.283,905.17,-27.18,1788.278,-359.584,7755.283
2000,-0.71,-0.755,2.5295,0.02,0.0,-0.751,0.016,-5.789,0.02
2001,-0.252,-0.752,0.7536,0.003,0.0,-0.292,0.002,-6.54,0.003
2006,-0.132,-0.025,7.2046,0.024,0.0,-0.135,-0.132,-6.102,0.024
2007,-0.962,-0.945,14.602,0.02,0.0,-0.963,-0.337,-7.004,0.02
2008,-0.612,-0.659,18.2166,0.036,0.0,-0.612,0.019,-7.792,0.036
2009,-0.363,-7.365,12.1387,0.021,0.0,-0.363,-0.025,-15.089,0.021
1999,-1.079,-3.247,11.0475,10.471,6.0,-2.583,5.665,-32.202,10.471
2000,0.609,0.021,8.0466,9.576,5.0,0.067,5.471,-32.181,9.576
2001,2.405,0.21,31.199,10.939,3.0,2.019,7.072,-31.971,10.939
2002,3.272,1.012,26.1603,13.462,1.388,2.888,8.967,-30.958,13.462
2003,2.888,1.019,27.8124,12.804,0.168,2.354,8.1,-29.939,12.804
2004,1.45,0.557,27.891,12.751,2.0,0.936,7.213,-29.381,12.751
2005,3.21,2.551,64.12,16.127,1.147,1.739,11.161,-26.831,16.127
2006,2.001,0.096,51.95,15.867,1.057,0.182,10.519,-26.734,15.867
2007,1.486,-0.736,24.539,16.563,0.0,-0.704,10.667,-27.442,16.563
2008,1.431,-1.375,16.4639,16.286,0.8,-0.939,10.199,-28.817,16.286
2009,4.223,1.288,20.8558,18.208,1.063,1.354,11.409,-27.523,18.208
2010,2.173,-2.951,18.334,17.606,1.2,-1.097,10.339,-30.479,17.606
2011,2.962,0.013,17.2161,17.116,7.119,0.247,10.947,-30.467,17.116
2012,4.44,-5.379,68.6569,23.767,12.438,0.471,16.143,-35.846,23.767
2013,-1.066,-11.717,109.783,28.495,7.693,-6.318,20.568,-47.674,28.495
2014,-5.281,-12.011,74.5831,27.625,10.083,-11.36,20.701,-59.574,27.625
2015,0.041,-4.29,31.1814,28.314,7.954,-5.622,22.577,-63.864,28.314
2016,0.207,-5.162,28.9517,27.06,4.883,-5.009,20.749,-69.026,27.06
2017,1.428,-3.099,35.6107,24.338,3.901,-2.621,18.214,-72.125,24.338
2018,1.96,-5.865,25.7523,22.365,3.351,-0.587,16.775,-76.55,22.365
1999,323.5,136.5,1206.2815,2730.1,126.1,226.1,959.2,664.2,2730.1
2000,335.3,120.6,1576.5396,2948.4,309.2,236.0,1036.2,416.8,2948.4
2001,272.8,45.4,1295.1246,2913.7,245.1,169.9,988.7,453.1,2913.7
2002,277.5,105.8,1083.7547,2878.0,140.7,175.3,974.1,562.2,2878.0
2003,98.0,-0.1,913.8125,2783.3,202.8,-1.1,850.0,571.8,2783.3
2004,181.0,-2.0,793.5375,2656.5,204.3,86.4,914.2,569.5,2656.5
2005,208.1,66.4,1639.5742,2667.3,204.2,117.6,978.9,640.3,2667.3
2006,255.7,122.0,2206.6142,2796.7,201.7,167.2,1064.2,698.7,2796.7
2007,282.1,42.7,1123.3279,3035.4,914.9,167.0,1173.3,702.2,3035.4
2008,274.0,-68.7,679.9458,3442.0,888.4,135.3,1281.2,603.8,3442.0
2009,303.1,82.7,1262.5901,3307.9,842.4,162.1,1285.5,699.8,3307.9
2010,325.4,112.8,1251.4478,3375.7,659.4,189.7,1336.9,824.8,3375.7
2011,156.9,-160.2,1009.2128,3461.7,604.8,28.1,1189.4,644.2,3461.7
1999,-0.836,-1.252,29.8163,0.11,0.222,-0.881,0.043,-10.006,0.11
2000,-1.644,-1.958,21.9284,0.319,1.145,-1.784,-0.358,-11.965,0.319
2001,-1.973,-2.419,5.0901,0.508,1.14,-2.145,-0.242,-14.463,0.508
1999,-58.036,-221.07,7.8545,280.969,1.648,-73.828,-11.729,-403.023,280.969
2000,-33.351,90.335,16.88,175.96,66.38,-44.434,-10.04,-315.069,175.96
2002,-5.805,-5.591,26.0355,1.275,1.024,-6.529,0.433,-30.13,1.275
2003,-4.495,-5.165,23.8399,0.631,1.124,-5.202,-0.129,-33.451,0.631
2004,-6.383,-7.076,14.3039,0.266,1.072,-7.284,-1.038,-39.319,0.266
2005,-7.873,-15.644,11.0504,0.279,0.598,-8.837,-1.537,-55.481,0.279
2006,-6.832,-8.516,8.4754,0.391,0.627,-7.776,-1.25,-63.419,0.391
1999,20.891,10.512,319.4188,69.738,0.0,16.259,32.652,50.335,69.738
2000,29.924,14.83,550.2938,93.324,0.0,23.157,42.328,60.768,93.324
2001,49.851,26.198,585.442,137.226,0.0,43.075,65.027,81.826,137.226
2002,39.488,19.714,521.7434,126.308,0.0,31.673,59.451,96.062,126.308
2003,58.106,29.569,806.3163,169.936,0.0,47.713,83.327,119.701,169.936
2004,78.719,41.673,1102.896,223.054,0.0,66.542,105.53,154.384,223.054
2005,84.019,46.62,1372.6447,252.673,0.0,70.395,112.356,192.722,252.673
2006,100.304,54.253,911.4917,312.126,0.0,80.787,135.51,237.831,312.126
2007,103.081,53.87,911.9952,340.351,0.0,78.319,143.911,280.508,340.351
2008,114.919,110.316,839.8581,387.828,0.0,90.281,152.072,368.838,387.828
2009,105.711,52.81,1573.1591,341.872,0.0,80.806,145.408,402.724,341.872
2010,148.787,78.716,2392.6023,473.082,0.0,121.059,202.399,464.273,473.082
2011,235.165,130.136,2849.663,625.705,0.0,199.15,297.73,573.388,625.705
2012,204.297,105.933,1809.1056,645.536,0.0,159.404,268.398,655.483,645.536
2013,172.02,84.886,2689.6289,667.398,0.0,124.548,240.467,711.574,667.398
2014,164.157,55.588,924.8747,648.325,0.0,113.297,237.503,716.529,648.325
2015,-55.167,-109.544,400.4332,279.574,55.0,-109.624,5.129,577.006,279.574
2016,-68.636,-80.127,281.1753,103.051,67.404,-117.087,-28.876,499.109,103.051
2017,-51.289,-253.116,276.2241,188.756,87.738,-95.571,-8.756,279.779,188.756
2018,-29.647,-75.433,96.4343,210.745,45.65,-64.252,9.58,203.926,210.745
1999,2.825,0.383,50.2838,58.436,0.997,-0.077,25.035,-9.175,58.436
2000,1.445,-1.806,18.1312,79.146,0.407,-2.138,29.035,-10.981,79.146
2001,6.356,7.523,403.3268,74.331,0.229,2.671,29.062,-3.458,74.331
2002,138.234,78.294,448.3309,439.131,0.077,134.629,188.5,73.053,439.131
2003,106.854,56.946,573.8792,416.497,125.318,100.961,178.409,131.657,416.497
1999,0.912,-6.94,589.008,112.813,0.62,-7.103,100.595,-34.774,112.813
1999,4.734,-2.714,9.7431,95.205,5.656,1.414,12.387,-0.46,95.205
2000,0.555,-9.332,3.0644,90.442,3.715,-2.148,7.767,-9.792,90.442
2001,0.681,-3.019,1.7816,57.529,1.633,-1.021,6.616,-12.811,57.529
2002,2.526,0.677,2.8951,47.228,3.883,1.424,6.091,-12.134,47.228
2003,1.14,-1.034,2.7786,44.046,3.826,0.063,4.457,-13.167,44.046
2004,1.106,-1.343,7.109,41.564,3.495,0.048,4.316,-14.511,41.564
2005,-0.088,-1.852,15.1669,44.487,1.001,-1.587,3.927,-18.098,44.487
2006,0.871,-3.003,12.3109,47.83,0.172,-1.319,4.692,-21.101,47.83
2007,-0.954,-4.4,3.0599,41.459,0.659,-2.67,2.606,-25.501,41.459
1999,-118.001,-169.346,5796.0914,225.501,288.632,-210.008,85.9,-800.171,225.501
1999,4.821,0.833,13.9423,57.466,8.963,3.112,10.244,5.158,57.466
2000,4.334,0.867,7.9493,63.195,8.3,2.222,9.997,5.854,63.195
2001,4.667,0.849,11.3502,63.245,5.573,2.259,10.125,6.874,63.245
2002,4.796,1.704,12.3214,59.987,3.4,2.556,10.01,8.578,59.987
2003,3.426,-1.035,13.1677,58.799,1.775,1.038,8.828,7.543,58.799
2004,6.045,1.761,30.5984,78.64,6.0,3.806,13.407,9.304,78.64
2005,6.933,2.317,38.0918,80.669,4.5,4.155,13.953,11.621,80.669
2006,5.784,1.138,38.06,82.205,3.8,2.653,14.154,12.759,82.205
2007,4.703,0.349,18.6548,82.09,6.4,1.286,12.299,13.108,82.09
2008,2.791,-3.987,6.6666,81.552,7.5,-0.777,11.372,9.121,81.552
2009,2.903,-0.849,7.3038,71.807,5.15,-0.62,9.766,8.272,71.807
2010,0.666,-5.501,5.1195,66.182,4.4,-2.761,7.053,2.771,66.182
2011,2.18,-0.474,2.6319,66.892,3.0,-0.709,8.024,2.264,66.892
2012,2.416,-0.02,4.1784,68.138,0.0,-0.185,8.529,2.192,68.138
1999,2.219,-0.774,133.136,15.5,2.241,1.789,8.588,-15.538,15.5
2000,-10.849,-7.201,61.0673,13.378,0.0,-11.31,6.687,-22.75,13.378
2001,-5.592,12.613,65.0256,16.072,5.253,-5.823,12.088,-11.074,16.072
2002,1.124,4.757,74.9765,23.548,0.0,0.958,16.962,-6.317,23.548
2003,6.082,3.344,167.4384,43.496,0.0,5.842,30.282,-2.973,43.496
2004,8.349,4.957,109.427,60.231,0.0,8.078,42.097,1.984,60.231
2005,10.922,3.078,200.466,90.461,0.0,10.493,62.688,5.063,90.461
2006,8.555,4.927,157.6114,96.231,0.0,7.754,64.587,9.989,96.231
2007,16.564,10.428,140.9393,100.972,0.0,15.352,67.652,22.126,100.972
2008,25.737,13.864,152.0936,111.63,0.0,24.315,80.177,35.991,111.63
2009,-1.854,-23.576,47.9419,67.317,0.0,-2.798,47.576,12.415,67.317
1999,-10.66,-12.095,20.4861,2.875,0.0,-12.467,2.419,-55.073,2.875
2000,-5.07,-9.203,3.8181,2.156,0.951,-6.69,-5.07,-64.224,2.156
2001,-2.445,-2.318,2.2127,1.286,0.0,-3.121,-2.445,-66.542,1.286
2002,-1.141,-1.306,4.9057,0.186,0.83,-1.238,-1.141,-67.848,0.186
2003,-0.969,-0.561,6.4889,0.018,0.425,-0.982,-0.969,-68.461,0.018
2004,-0.771,-0.217,2.1032,0.018,0.0,-0.778,-0.046,-68.678,0.018
2005,-0.462,-0.566,3.2091,0.02,0.0,-0.468,0.018,-69.244,0.02
2006,-2.573,-2.7,9.5061,0.033,3.141,-2.577,0.03,-71.945,0.033
2007,-1.241,-1.478,6.1285,0.033,0.0,-1.242,0.03,-73.422,0.033
1999,-1.826,-13.094,2.2051,7.982,8.683,-4.398,-1.826,-24.359,7.982
2000,0.992,0.169,0.2758,6.669,8.682,0.853,0.992,-24.189,6.669
2001,-1.66,-1.68,9.1065,0.656,0.204,-1.713,0.418,-3.435,0.656
2002,-0.653,-2.238,4.2014,0.583,0.204,-0.785,0.107,-5.674,0.583
2003,-0.744,-0.891,2.4996,0.154,0.0,-0.842,0.117,-6.565,0.154
1999,-15.596,-21.399,121.087,18.09,52.891,-18.103,9.963,-164.101,18.09
2000,-1.695,-6.293,41.1672,20.22,47.985,-3.943,14.479,-170.258,20.22
1999,5.894,7.934,138.2068,41.169,0.0,4.698,27.488,-0.538,41.169
2000,9.334,6.534,275.1643,54.083,0.0,8.27,36.212,5.996,54.083
2001,10.836,7.001,329.3756,60.751,0.0,9.842,41.228,12.997,60.751
2002,9.272,5.415,133.7248,60.901,0.0,8.183,40.955,18.412,60.901
2003,13.664,8.176,361.7571,71.428,0.0,12.78,48.763,24.706,71.428
2004,18.081,10.954,271.3768,90.01,0.0,17.051,58.397,28.03,90.01
2005,19.181,12.024,226.7882,97.774,18.05,18.095,64.587,32.383,97.774
2006,14.492,-0.039,167.8462,144.772,7.874,5.328,85.442,38.41,144.772
1999,0.592,-6.026,5.2569,34.483,1.518,-1.337,7.029,-20.599,34.483
2000,2.1,-1.718,6.6722,36.798,0.705,0.25,8.194,-20.855,36.798
2001,1.43,-3.568,5.9568,34.16,0.0,-0.285,6.891,-21.248,34.16
2002,0.7,-3.167,1.8103,21.556,0.0,-0.366,4.721,-17.178,21.556
2003,0.974,-1.422,2.3421,23.188,0.594,-0.185,3.454,-22.327,23.188
2004,2.846,0.226,3.6459,26.914,0.561,1.571,5.666,-24.128,26.914
2005,4.109,1.904,11.0759,37.499,0.0,2.673,8.221,-25.55,37.499
2006,3.008,4.655,42.1373,45.598,0.0,1.628,10.201,-23.303,45.598
2007,5.176,7.564,57.246,62.613,0.54,3.35,13.896,-20.466,62.613
2008,3.045,-1.701,24.3655,52.142,4.788,1.535,11.024,-17.669,52.142
2009,7.813,3.958,39.8762,104.329,4.938,4.402,22.385,-19.568,104.329
2010,9.685,7.004,65.1854,122.711,0.666,5.797,29.604,-15.656,122.711
2011,14.071,4.753,86.4926,120.612,2.721,10.184,33.569,-9.245,120.612
2012,16.831,10.113,65.032,119.948,3.124,13.192,35.93,1.178,119.948
2013,16.076,8.439,142.2575,121.151,4.552,12.342,30.529,9.184,121.151
2014,16.327,9.911,119.954,122.304,4.674,12.134,29.926,20.248,122.304
1999,63.404,23.515,15152.67,571.11,350.0,46.977,443.622,34.247,571.11
2000,171.672,-1752.013,22067.55,1126.325,350.0,-1609.739,866.609,-1720.667,1126.325
2001,-194.717,-7751.248,3351.5987,985.599,410.93,-3084.402,669.555,-9461.464,985.599
2002,217.182,-898.932,497.781,908.376,350.0,151.982,654.517,-10677.317,908.376
2003,90.151,0.515,720.6608,494.929,356.8,67.351,325.43,-10673.984,494.929
2004,38.162,-1.352,320.9804,389.334,316.8,26.362,250.168,-10673.598,389.334
2005,82.933,87.329,292.1052,336.867,75.691,76.633,223.114,-10590.986,336.867
2006,34.93,24.216,479.3341,279.677,83.822,28.992,174.444,-10566.165,279.677
2007,33.696,17.733,270.2448,260.31,84.453,29.093,147.772,-10547.063,260.31
2008,29.919,109.804,139.9091,255.813,85.084,26.415,149.83,-10448.853,255.813
1999,-6.864,24.697,82.999,23.234,0.0,-8.293,17.499,-35.401,23.234
2000,-9.704,-14.321,9.1138,11.161,0.112,-10.512,8.89,-48.734,11.161
2001,-4.962,-13.413,20.0341,31.59,0.052,-11.822,10.484,-61.577,31.59
2002,2.178,1.867,18.7415,37.046,0.0,-0.72,13.938,-59.71,37.046
2003,2.421,2.063,31.0205,37.195,0.0,0.931,14.204,-57.646,37.195
2004,3.425,5.5,46.7719,44.717,0.0,2.149,17.15,-52.146,44.717
2005,3.044,2.773,59.7144,48.517,0.0,1.856,17.873,-49.373,48.517
2006,4.747,2.16,64.5822,65.029,6.0,0.891,24.008,-47.213,65.029
2007,8.453,2.676,50.9834,74.638,6.859,2.974,25.895,-44.537,74.638
2008,4.204,2.075,24.1144,78.468,3.235,-0.617,23.855,-42.462,78.468
2009,7.081,12.241,45.6144,80.939,0.0,3.583,23.003,-30.221,80.939
2010,6.759,2.117,38.8681,84.579,0.0,3.815,21.435,-28.104,84.579
2011,5.831,6.17,40.177,97.065,0.0,3.803,24.139,-21.934,97.065
2012,7.349,4.424,63.8237,114.727,0.0,5.527,26.965,-17.466,114.727
2013,8.234,4.18,152.698,129.935,0.0,6.431,32.139,-13.574,129.935
2014,13.246,6.374,219.9153,147.667,0.0,11.723,41.252,-7.577,147.667
2015,20.682,11.374,225.4746,172.939,0.0,19.015,54.385,3.272,172.939
2016,28.209,16.067,368.7855,189.819,8.016,25.432,64.421,20.498,189.819
2017,40.027,22.327,741.4092,329.421,58.634,27.9,89.496,42.676,329.421
2018,44.543,17.135,638.3177,346.013,46.201,29.578,104.064,60.0,346.013
1999,17.007,5.296,48.7865,166.314,53.1,13.059,31.75,18.5,166.314
2000,1.467,-18.821,40.2375,173.685,73.602,-3.236,20.599,-1.721,173.685
1999,-3.47,-3.437,21.4568,0.363,0.0,-3.573,-0.33,-29.362,0.363
2000,-5.757,-4.722,134.13,2.467,0.0,-5.862,-0.386,-34.084,2.467
2001,-8.89,-11.995,18.36,2.718,0.0,-9.118,-0.052,-46.072,2.718
2002,-5.397,-5.524,4.6327,1.017,0.0,-5.641,0.11,-51.601,1.017
2003,-4.923,-8.05,29.436,1.738,0.0,-5.145,-0.137,-59.653,1.738
2004,-5.238,-6.337,14.9341,1.891,0.0,-5.35,0.061,-65.992,1.891
1999,47.142,29.353,2187.2198,200.067,0.0,42.879,113.073,17.612,200.067
